"","zip","FDID","name","address","city","state","location","latitude","longitude","geometry"
"623","95615","34015","Courtland Fire Protection District","154 Magnolia AVE","Courtland","CA","154 Magnolia AVE Courtland, CA 95615",38.333568,-121.54853,c(-121.54853, 38.333568)
"624","95616","57760","University of California at Davis Fire Department","1 Shields AVE","Davis","CA","1 Shields AVE Davis, CA 95616",38.549256,-121.73655,c(-121.73655, 38.549256)
"625","95616","57025","City of Davis Fire Department","530 5TH ST","Davis","CA","530 5TH ST Davis, CA 95616",38.549256,-121.73655,c(-121.73655, 38.549256)
"626","95616","57035","West Plainfield Fire Department","24901 County Road 95","Davis","CA","24901 County Road 95 Davis, CA 95616",38.549256,-121.73655,c(-121.73655, 38.549256)
"627","95619","09005","Diamond Springs - El Dorado Fire Protection District","501 Main ST","Diamond Springs","CA","501 Main ST Diamond Springs, CA 95619",38.689067,-120.82071,c(-120.82071, 38.689067)
"628","95620","48015","Dixon Fire Department","205 FORD WAY","DIXON","CA","205 FORD WAY DIXON, CA 95620",38.427208,-121.81348,c(-121.81348, 38.427208)
"629","95624","34020","Cosumnes Community Services District Fire Department","10573 E Stockton BLVD","Elk Grove","CA","10573 E Stockton BLVD Elk Grove, CA 95624",38.421068,-121.36059,c(-121.36059, 38.421068)
"630","95627","57045","Esparto Fire Protection District","16960 Yolo AVE","Esparto","CA","16960 Yolo AVE Esparto, CA 95627",38.744062,-121.99929,c(-121.99929, 38.744062)
"631","95630","34035","Folsom Fire Department","535 Glenn DR","Folsom","CA","535 Glenn DR Folsom, CA 95630",38.672127,-121.15783,c(-121.15783, 38.672127)
"632","95630","34410","Folsom Prison Fire Department","300 Prison RD","Folsom","CA","300 Prison RD Folsom, CA 95630",38.672127,-121.15783,c(-121.15783, 38.672127)
"633","95631","31040","Foresthill Fire Protection District","24320 Main ST","Foresthill","CA","24320 Main ST Foresthill, CA 95631",39.033312,-120.82172,c(-120.82172, 39.033312)
"634","95633","09100","Garden Valley Fire Protection District","4860 Marshall RD","Garden Valley","CA","4860 Marshall RD Garden Valley, CA 95633",38.839773,-120.82881,c(-120.82881, 38.839773)
"635","95634","09020","Georgetown Fire Department","6283 Main ST","Georgetown","CA","6283 Main ST Georgetown, CA 95634",38.930207,-120.78557,c(-120.78557, 38.930207)
"636","95637","57010","Capay Valley Fire Protection District","7447 State HWY 16","Guinda","CA","7447 State HWY 16 Guinda, CA 95637",38.830508,-122.19944,c(-122.19944, 38.830508)
"637","95638","34050","Herald Fire Protection District","12746 Ivie RD","Herald","CA","12746 Ivie RD Herald, CA 95638",38.317665,-121.16166,c(-121.16166, 38.317665)
"638","95640","03015","Jackson Valley Fire Protection District","2701 Quiver DR","Ione","CA","2701 Quiver DR Ione, CA 95640",38.346132,-120.94516,c(-120.94516, 38.346132)
"639","95640","03410","Mule Creek State Prison Fire Dept","4001 Hwy 104","Ione","CA","4001 Hwy 104 Ione, CA 95640",38.346132,-120.94516,c(-120.94516, 38.346132)
"640","95640","03010","City of Ione Fire Department","22 W Jackson ST","Ione","CA","22 W Jackson ST Ione, CA 95640",38.346132,-120.94516,c(-120.94516, 38.346132)
"641","95641","34135","River Delta Fire District","16069 Jackson Slough RD","Isleton","CA","16069 Jackson Slough RD Isleton, CA 95641",38.161756,-121.60428,c(-121.60428, 38.161756)
"642","95642","03006","Amador Fire Protection District","810 Court ST","Jackson","CA","810 Court ST Jackson, CA 95642",38.359772,-120.75324,c(-120.75324, 38.359772)
"643","95642","03020","Jackson Fire Department","33 Broadway","Jackson","CA","33 Broadway Jackson, CA 95642",38.359772,-120.75324,c(-120.75324, 38.359772)
"644","95642","03070","Jackson Rancheria Fire Department","12222 New York Ranch RD","Jackson","CA","12222 New York Ranch RD Jackson, CA 95642",38.359772,-120.75324,c(-120.75324, 38.359772)
"645","95645","57050","Knights Landing Fire Department","42115 Sixth ST","Knights Landing","CA","42115 Sixth ST Knights Landing, CA 95645",38.851198,-121.73354,c(-121.73354, 38.851198)
"646","95646","02010","Kirkwood Volunteer Fire Department","33540 Loop RD","Kirkwood","CA","33540 Loop RD Kirkwood, CA 95646",38.688329,-120.05516,c(-120.05516, 38.688329)
"647","95648","31050","Lincoln Fire Department","126 Joiner PKWY","Lincoln","CA","126 Joiner PKWY Lincoln, CA 95648",38.902873,-121.29795,c(-121.29795, 38.902873)
"648","95650","31055","Loomis Fire Protection District","5840 Horseshoe Bar RD","Loomis","CA","5840 Horseshoe Bar RD Loomis, CA 95650",38.817508,-121.17225,c(-121.17225, 38.817508)
"649","95653","57055","Madison Fire Protection District","17880 Stephens ST","Madison","CA","17880 Stephens ST Madison, CA 95653",38.678663,-121.96907,c(-121.96907, 38.678663)
"650","95658","31066","Newcastle Fire Protection District","9211 Cypress ST","Newcastle","CA","9211 Cypress ST Newcastle, CA 95658",38.87672,-121.14213,c(-121.14213, 38.87672)
"651","95663","31075","Penryn Fire Protection District","7206 Church ST","Penryn","CA","7206 Church ST Penryn, CA 95663",38.859227,-121.17565,c(-121.17565, 38.859227)
"652","95667","09026","Mosquito Fire Protection District","8801 Rock Creek RD","Placerville","CA","8801 Rock Creek RD Placerville, CA 95667",38.724682,-120.79533,c(-120.79533, 38.724682)
"653","95667","09565","Eldorado National Forest","100 Forni RD","Placerville","CA","100 Forni RD Placerville, CA 95667",38.724682,-120.79533,c(-120.79533, 38.724682)
"654","95672","09110","Rescue Fire Protection District","5221 Deer Valley RD","Rescue","CA","5221 Deer Valley RD Rescue, CA 95672",38.71203,-121.0023,c(-121.0023, 38.71203)
"655","95676","51021","Robbins Volunteer Fire Department","17510 Pepper ST","Robbins","CA","17510 Pepper ST Robbins, CA 95676",38.909351,-121.71843,c(-121.71843, 38.909351)
"656","95677","31080","City of Rocklin Fire Department","4060 Rocklin RD","Rocklin","CA","4060 Rocklin RD Rocklin, CA 95677",38.789165,-121.23825,c(-121.23825, 38.789165)
"657","95678","31800","233rd Firefighting Team, CA Army National Guard","850 All America City BLVD","Roseville","CA","850 All America City BLVD Roseville, CA 95678",38.752434,-121.28933,c(-121.28933, 38.752434)
"658","95678","31085","City of Roseville Fire Department","401 Oak ST STE 402","Roseville","CA","401 Oak ST STE 402 Roseville, CA 95678",38.752434,-121.28933,c(-121.28933, 38.752434)
"659","95682","09050","Cameron Park Fire Department","3200 Country Club DR","Cameron Park","CA","3200 Country Club DR Cameron Park, CA 95682",38.641158,-120.97109,c(-120.97109, 38.641158)
"660","95682","09022","Latrobe Fire Protection District","7660 S Shingle RD","Shingle Springs","CA","7660 S Shingle RD Shingle Springs, CA 95682",38.641158,-120.97109,c(-120.97109, 38.641158)
"661","95684","09090","Pioneer Fire Protection District","7061 MT Aukum RD","Somerset","CA","7061 MT Aukum RD Somerset, CA 95684",38.60766,-120.5937,c(-120.5937, 38.60766)
"662","95685","03035","Sutter Creek Fire Protection District","350 Hanford","Sutter Creek","CA","350 Hanford Sutter Creek, CA 95685",38.394464,-120.79015,c(-120.79015, 38.394464)
"663","95686","39115","Thornton Rural Fire District","25999 N Thornton RD","Thornton","CA","25999 N Thornton RD Thornton, CA 95686",38.228976,-121.44032,c(-121.44032, 38.228976)
"664","95688","48065","Vacaville Fire Protection District","420 Vine ST","Vacaville","CA","420 Vine ST Vacaville, CA 95688",38.380528,-121.99192,c(-121.99192, 38.380528)
"665","95688","48060","Vacaville Fire Department","650 Merchant ST","Vacaville","CA","650 Merchant ST Vacaville, CA 95688",38.380528,-121.99192,c(-121.99192, 38.380528)
"666","95689","03022","Lockwood Fire Protection District","23141 Shakeridge  RD","Volcano","CA","23141 Shakeridge  RD Volcano, CA 95689",38.473857,-120.59421,c(-120.59421, 38.473857)
"667","95690","48080","Ryer Island Fire Protection District","9495 ST HWY 220","Walnut Glove","CA","9495 ST HWY 220 Walnut Glove, CA 95690",38.240477,-121.56507,c(-121.56507, 38.240477)
"668","95691","57065","City of West Sacramento Fire Department","2040 Lake Washington BLVD","West Sacramento","CA","2040 Lake Washington BLVD West Sacramento, CA 95691",38.569193,-121.54496,c(-121.54496, 38.569193)
"669","95691","57060","Elkhorn Fire Protection District","19396 County Road 124","West Sacramento","CA","19396 County Road 124 West Sacramento, CA 95691",38.569193,-121.54496,c(-121.54496, 38.569193)
"670","95693","34125","Wilton Fire Protection District","9800 Dillard RD","Wilton","CA","9800 Dillard RD Wilton, CA 95693",38.382367,-121.23708,c(-121.23708, 38.382367)
"671","95694","57070","Winters Fire Department","10 Abbey ST","Winters","CA","10 Abbey ST Winters, CA 95694",38.537434,-121.97757,c(-121.97757, 38.537434)
"672","95695","57075","Woodland Fire Department","1000 Lincoln AVE","Woodland","CA","1000 Lincoln AVE Woodland, CA 95695",38.697238,-121.80944,c(-121.80944, 38.697238)
"673","95695","57085","Willow Oak Fire Protection District","17535 County RD","Woodlane","CA","17535 County RD Woodlane, CA 95695",38.697238,-121.80944,c(-121.80944, 38.697238)
"674","95696","48410","California Medical Facility Fire Department","1600 California DR","Vacaville","CA","1600 California DR Vacaville, CA 95696",38.34896,-121.908324,c(-121.908324, 38.34896)
"675","95697","57090","Yolo Fire Protection District","37720 Sacramento ST","Yolo","CA","37720 Sacramento ST Yolo, CA 95697",38.751038,-121.832156,c(-121.832156, 38.751038)
"676","95698","57095","Zamora Fire Protection District","33715 1st ST","Zamora","CA","33715 1st ST Zamora, CA 95698",38.782731,-121.89811,c(-121.89811, 38.782731)
"677","95701","31005","Alta Fire Protection District","33950 Alta Bonney Nook RD","Alta","CA","33950 Alta Bonney Nook RD Alta, CA 95701",39.217668,-120.78346,c(-120.78346, 39.217668)
"678","95709","09012","El Dorado County Fire Protection District","4040 Carson RD","Camino","CA","4040 Carson RD Camino, CA 95709",38.748112,-120.67463,c(-120.67463, 38.748112)
"679","95713","","Iowa Hill Fire Department","3350 Iowa Hill RD","Iowa Hill","CA","3350 Iowa Hill RD Iowa Hill, CA 95713",39.092062,-120.93471,c(-120.93471, 39.092062)
"680","95713","31030","Colfax Fire Department","33 Church ST","Colfax","CA","33 Church ST Colfax, CA 95713",39.092062,-120.93471,c(-120.93471, 39.092062)
"681","95722","31060","Placer Hills Fire Protection District","16999 Placer Hills RD","Meadow Vista","CA","16999 Placer Hills RD Meadow Vista, CA 95722",39.005098,-121.01891,c(-121.01891, 39.005098)
"682","95728","29080","Donner Summit Fire Department","53823 Sherritt LN","Soda Springs","CA","53823 Sherritt LN Soda Springs, CA 95728",39.311156,-120.41039,c(-120.41039, 39.311156)
"683","95746","31150","South Placer Fire District","6900 Eureka RD","Granite Bay","CA","6900 Eureka RD Granite Bay, CA 95746",38.743811,-121.19013,c(-121.19013, 38.743811)
"684","95762","09015","El Dorado Hills Fire Department","1050 Wilson BLVD","El Dorado Hills","CA","1050 Wilson BLVD El Dorado Hills, CA 95762",38.684324,-121.06879,c(-121.06879, 38.684324)
"685","95813","34003","Aerojet Fire Services","HWY 50 and Hazel AVE","Sacramento","CA","HWY 50 and Hazel AVE Sacramento, CA 95813",38.377411,-121.444429,c(-121.444429, 38.377411)
"686","95814","00555","CA Department of Forestry and Fire Protection- HQ","1416 Ninth ST","Sacramento","CA","1416 Ninth ST Sacramento, CA 95814",38.580255,-121.49125,c(-121.49125, 38.580255)
"687","95822","34080","Sacramento Fire Department","5770 Freeport BLVD STE 200","Sacramento","CA","5770 Freeport BLVD STE 200 Sacramento, CA 95822",38.51394,-121.49201,c(-121.49201, 38.51394)
"688","95825","34090","Sacramento Metropolitan Fire District","2101 Hurley WAY","Sacramento","CA","2101 Hurley WAY Sacramento, CA 95825",38.594205,-121.40726,c(-121.40726, 38.594205)
"689","95837","34140","Sacramento County Airport System Aircraft Rescue & Firefighting","7201 Earhart DR","Sacramento","CA","7201 Earhart DR Sacramento, CA 95837",38.700244,-121.60207,c(-121.60207, 38.700244)
"690","95901","58010","Marysville Fire Department","107 9TH ST","Marysville","CA","107 9TH ST Marysville, CA 95901",39.15973,-121.53735,c(-121.53735, 39.15973)
"691","95901","58005","Linda Fire Protection District","1286 Scales AVE","Marysville","CA","1286 Scales AVE Marysville, CA 95901",39.15973,-121.53735,c(-121.53735, 39.15973)
"692","95901","27013","NorthTree Fire International (NTI)","10674 Ramirez RD","Marysville","CA","10674 Ramirez RD Marysville, CA 95901",39.15973,-121.53735,c(-121.53735, 39.15973)
"693","95901","58008","Loma Rica/Browns Valley CSD","11485 Loma Rica Rd","Marysville","CA","11485 Loma Rica Rd Marysville, CA 95901",39.15973,-121.53735,c(-121.53735, 39.15973)
"694","95912","06005","Arbuckle-College City Fire Protection District","506 Lucas ST","Arbuckle","CA","506 Lucas ST Arbuckle, CA 95912",38.97159,-122.02725,c(-122.02725, 38.97159)
"695","95913","11005","Artois Fire Protection District","740 Main ST","Artois","CA","740 Main ST Artois, CA 95913",39.633265,-122.21009,c(-122.21009, 39.633265)
"696","95919","58004","Foothill Fire Protection District","16796 Willow Glen RD","Brownsville","CA","16796 Willow Glen RD Brownsville, CA 95919",39.453457,-121.26543,c(-121.26543, 39.453457)
"697","95922","58002","Camptonville Fire Department","PO Box 37","Camptonville","CA","PO Box 37 Camptonville, CA 95922",39.469943,-121.07321,c(-121.07321, 39.469943)
"698","95924","29025","Ophir Hill Fire Protection District","12668 Highway 174","Cedar Ridge","CA","12668 Highway 174 Cedar Ridge, CA 95924",39.26599,-120.64145,c(-120.64145, 39.26599)
"699","95928","","Butte Creek Canyon Volunteer Fire Company 26","1726 Honeyrun RD","Chico","CA","1726 Honeyrun RD Chico, CA 95928",39.720955,-121.81888,c(-121.81888, 39.720955)
"700","95928","04010","City of Chico Fire Department","411 Main ST","Chico","CA","411 Main ST Chico, CA 95928",39.720955,-121.81888,c(-121.81888, 39.720955)
"701","95930","32030","LaPorte Volunteer Fire Department","2181 Cedar LN","Clipper Mills","CA","2181 Cedar LN Clipper Mills, CA 95930",39.563522,-121.13191,c(-121.13191, 39.563522)
"702","95932","06015","Colusa Fire Department","750 Market ST","Colusa","CA","750 Market ST Colusa, CA 95932",39.254875,-122.04572,c(-122.04572, 39.254875)
"703","95932","06020","Sacramento River Fire Protection District of Colusa County","235 Market ST","Colusa","CA","235 Market ST Colusa, CA 95932",39.254875,-122.04572,c(-122.04572, 39.254875)
"704","95936","46005","Downieville Fire Protection District","321 Main  ST","Downieville","CA","321 Main  ST Downieville, CA 95936",39.567001,-120.8384,c(-120.8384, 39.567001)
"705","95937","57040","Dunnigan Fire Protection District","29145 Main ST","Dunnigan","CA","29145 Main ST Dunnigan, CA 95937",38.931025,-121.94518,c(-121.94518, 38.931025)
"706","95943","11025","Glenn-Codora Fire Protection District","1516 Highway 45","Glenn","CA","1516 Highway 45 Glenn, CA 95943",39.605289,-122.03231,c(-122.03231, 39.605289)
"707","95943","11035","Ord Fire Protection District","3221 Highway 45","Glenn","CA","3221 Highway 45 Glenn, CA 95943",39.605289,-122.03231,c(-122.03231, 39.605289)
"708","95945","29005","Grass Valley Fire Department","125 E Main ST","Grass Valley","CA","125 E Main ST Grass Valley, CA 95945",39.202725,-121.02076,c(-121.02076, 39.202725)
"709","95945","29030","Peardale - Chicago Park Fire Protection District","18934 Colfax HWY","Grass Valley","CA","18934 Colfax HWY Grass Valley, CA 95945",39.202725,-121.02076,c(-121.02076, 39.202725)
"710","95946","29065","Penn Valley Fire Protection District","10513 Spenceville RD","Penn Valley","CA","10513 Spenceville RD Penn Valley, CA 95946",39.207828,-121.20021,c(-121.20021, 39.207828)
"711","95948","04015","Gridley City Fire Department","47 E Gridley RD","Gridley","CA","47 E Gridley RD Gridley, CA 95948",39.35217,-121.71129,c(-121.71129, 39.35217)
"712","95949","29015","Nevada County Consolidated Fire District","11329 McCourtney RD","Grass Valley","CA","11329 McCourtney RD Grass Valley, CA 95949",39.13255,-121.0981,c(-121.0981, 39.13255)
"713","95951","11060","Hamilton City Fire Protection District","420 1ST ST","Hamilton City","CA","420 1ST ST Hamilton City, CA 95951",39.738889,-122.01675,c(-122.01675, 39.738889)
"714","95955","06030","Maxwell Fire Protection District","231 W Oak ST","Maxwell","CA","231 W Oak ST Maxwell, CA 95955",39.283329,-122.20206,c(-122.20206, 39.283329)
"715","95956","32035","Meadow Valley Fire Department","6913 Bucks Lake RD","Meadow Valley","CA","6913 Bucks Lake RD Meadow Valley, CA 95956",39.93935,-121.06047,c(-121.06047, 39.93935)
"716","95959","","Graniteville Volunteer Fire Company","35401 Graniteville RD","Nevada City","CA","35401 Graniteville RD Nevada City, CA 95959",39.299405,-120.95144,c(-120.95144, 39.299405)
"717","95959","29040","Nevada City Fire Department","317 Broad ST","Nevada City","CA","317 Broad ST Nevada City, CA 95959",39.299405,-120.95144,c(-120.95144, 39.299405)
"718","95959","29050","North San Juan Fire Protection District","13200 Tyler Foote Xing RD","Nevada City","CA","13200 Tyler Foote Xing RD Nevada City, CA 95959",39.299405,-120.95144,c(-120.95144, 39.299405)
"719","95960","46012","Pliocene Ridge Community Services District (CSD)","100 Pike City RD","North San Juan","CA","100 Pike City RD North San Juan, CA 95960",39.396152,-121.08227,c(-121.08227, 39.396152)
"720","95961","58015","Olivehurst Public Utility District Fire Department","1962 9TH AVE","Olivehurst","CA","1962 9TH AVE Olivehurst, CA 95961",39.089929,-121.55053,c(-121.55053, 39.089929)
"721","95962","58003","Dobbins/Oregon House Fire Protection District","9162 Marysville Rd","Oregon House","CA","9162 Marysville Rd Oregon House, CA 95962",39.355688,-121.2548,c(-121.2548, 39.355688)
"722","95963","52015","Capay Fire Protection District","50 4TH AVE","Orland","CA","50 4TH AVE Orland, CA 95963",39.760968,-122.218,c(-122.218, 39.760968)
"723","95965","04035","Butte County Fire Department","176 Nelson AVE","Oroville","CA","176 Nelson AVE Oroville, CA 95965",39.558586,-121.58923,c(-121.58923, 39.558586)
"724","95966","04020","Oroville Fire Department","2055 Lincoln ST","Oroville","CA","2055 Lincoln ST Oroville, CA 95966",39.491076,-121.49468,c(-121.49468, 39.491076)
"725","95966","04025","El Medio Fire Department","3515 Myers ST","Oroville","CA","3515 Myers ST Oroville, CA 95966",39.491076,-121.49468,c(-121.49468, 39.491076)
"726","95966","04045","Berry Creek Rancheria Volunteer Fire Department","5 Tyme WAY","Oroville","CA","5 Tyme WAY Oroville, CA 95966",39.491076,-121.49468,c(-121.49468, 39.491076)
"727","95969","04030","Paradise Fire Department","767 Birch ST","Paradise","CA","767 Birch ST Paradise, CA 95969",39.750422,-121.61026,c(-121.61026, 39.750422)
"728","95970","06035","Princeton Volunteer Fire Department","342 Winter ST","Princeton","CA","342 Winter ST Princeton, CA 95970",39.415041,-122.02487,c(-122.02487, 39.415041)
"729","95971","32080","Bucks Lake Fire Department","16891 Bucks Lake RD","Quincy","CA","16891 Bucks Lake RD Quincy, CA 95971",39.957324,-120.98366,c(-120.98366, 39.957324)
"730","95971","32566","Plumas National Forest","159 Lawrence ST","Quincy","CA","159 Lawrence ST Quincy, CA 95971",39.957324,-120.98366,c(-120.98366, 39.957324)
"731","95971","32050","Quincy Fire Protection District","505 Lawrence ST","Quincy","CA","505 Lawrence ST Quincy, CA 95971",39.957324,-120.98366,c(-120.98366, 39.957324)
"732","95971","32022","Greenhorn Creek Fire Department","2049 Red Bluff TRL","Quincy","CA","2049 Red Bluff TRL Quincy, CA 95971",39.957324,-120.98366,c(-120.98366, 39.957324)
"733","95975","29055","Rough & Ready Fire Protection District","11042 Rough and Ready RD","Rough and Ready","CA","11042 Rough and Ready RD Rough and Ready, CA 95975",39.224179,-121.14539,c(-121.14539, 39.224179)
"734","95977","58020","Smartsville Fire Protection District","PO Box 395","Smartsville","CA","PO Box 395 Smartsville, CA 95977",39.19322,-121.28975,c(-121.28975, 39.19322)
"735","95979","06040","Bear Valley - Indian Valley Fire Department","5122 E Paris RD","Stonyford","CA","5122 E Paris RD Stonyford, CA 95979",39.331444,-122.47943,c(-122.47943, 39.331444)
"736","95986","29095","Washington Fire Department","15406 Washington RD","Washington","CA","15406 Washington RD Washington, CA 95986",39.340422,-120.79166,c(-120.79166, 39.340422)
"737","95987","06045","Williams Fire Protection Authority","810 E ST","Williams","CA","810 E ST Williams, CA 95987",39.139543,-122.20563,c(-122.20563, 39.139543)
"738","95988","11565","Mendocino National Forest Fire Service, USDA-","825 N Humboldt AVE","Willows","CA","825 N Humboldt AVE Willows, CA 95988",39.499754,-122.20773,c(-122.20773, 39.499754)
"739","95988","11055","Kanawha Fire Protection District","1709 County Road D","Willows","CA","1709 County Road D Willows, CA 95988",39.499754,-122.20773,c(-122.20773, 39.499754)
"740","95988","11065","Willows Rural Fire Protection District","445 S Butte ST","Willows","CA","445 S Butte ST Willows, CA 95988",39.499754,-122.20773,c(-122.20773, 39.499754)
"741","95991","51040","Yuba City Fire Department","824 Clark AVE","Yuba City","CA","824 Clark AVE Yuba City, CA 95991",39.114138,-121.6196,c(-121.6196, 39.114138)
"742","95993","51055","Sutter County Fire Department","1130 Civic Center Blvd STE E","Yuba City","CA","1130 Civic Center Blvd STE E Yuba City, CA 95993",39.109272,-121.68033,c(-121.68033, 39.109272)
"743","96001","45075","Keswick Volunteer Fire Company","16570 School ST","Redding","CA","16570 School ST Redding, CA 96001",40.56816,-122.41519,c(-122.41519, 40.56816)
"744","96001","45086","Shasta County Fire Department","875 Cypress AVE","Redding","CA","875 Cypress AVE Redding, CA 96001",40.56816,-122.41519,c(-122.41519, 40.56816)
"745","96001","45910","Centerville Volunteer Fire Company","8930 Placer RD","Redding","CA","8930 Placer RD Redding, CA 96001",40.56816,-122.41519,c(-122.41519, 40.56816)
"746","96001","45055","Redding Fire Department","777 Cypress AVE","California","CA","777 Cypress AVE California, CA 96001",40.56816,-122.41519,c(-122.41519, 40.56816)
"747","96002","45555","Shasta Trinity National Forest","3644 Avtech PKWY","Redding","CA","3644 Avtech PKWY Redding, CA 96002",40.539302,-122.33279,c(-122.33279, 40.539302)
"748","96006","25005","Adin Fire Protection District","108 Center ST","Adin","CA","108 Center ST Adin, CA 96006",41.190742,-120.90294,c(-120.90294, 41.190742)
"749","96007","45010","Anderson Fire Protection District","1925  Howard ST","Anderson","CA","1925  Howard ST Anderson, CA 96007",40.45453,-122.31101,c(-122.31101, 40.45453)
"750","96007","45015","Happy Valley Fire Protection District","17441 Palm AVE","Anderson","CA","17441 Palm AVE Anderson, CA 96007",40.45453,-122.31101,c(-122.31101, 40.45453)
"751","96009","18010","Big Valley Fire Protection District/ Bieber Fire Department","Market and Park ST","Bieber","CA","Market and Park ST Bieber, CA 96009",41.119727,-121.1362,c(-121.1362, 41.119727)
"752","96010","53002","Downriver Volunteer Fire Company","70 Fire House RD","Big Bar","CA","70 Fire House RD Big Bar, CA 96010",40.723792,-123.34016,c(-123.34016, 40.723792)
"753","96011","45970","Big Bend Volunteer Fire Company 70","25035 Big Bend RD","Big Bend","CA","25035 Big Bend RD Big Bend, CA 96011",41.027553,-121.91847,c(-121.91847, 41.027553)
"754","96013","45020","Burney Fire Protection District","37072 Main ST","Burney","CA","37072 Main ST Burney, CA 96013",40.926289,-121.68452,c(-121.68452, 40.926289)
"755","96015","25020","Canby Volunteer Fire Department","Main ST","Canby","CA","Main ST Canby, CA 96015",41.425912,-120.90316,c(-120.90316, 41.425912)
"756","96016","45905","Cassel Volunteer Fire Department (Shasta County Fire)","PO Box 177","Cassel","CA","PO Box 177 Cassel, CA 96016",40.929301,-121.55711,c(-121.55711, 40.929301)
"757","96017","45025","Castella Fire Protection District","29382 Main ST","Castella","CA","29382 Main ST Castella, CA 96017",41.109487,-122.33133,c(-122.33133, 41.109487)
"758","96019","45030","Shasta Lake Fire Protection District","4126 Ashby CT","Shasta Lake","CA","4126 Ashby CT Shasta Lake, CA 96019",40.682393,-122.36824,c(-122.36824, 40.682393)
"759","96020","32010","Chester Fire Department","251 Chester Airport RD","Chester","CA","251 Chester Airport RD Chester, CA 96020",40.289788,-121.23263,c(-121.23263, 40.289788)
"760","96020","32042","West Almanor CSD","947 Long Iron DR","Chester","CA","947 Long Iron DR Chester, CA 96020",40.289788,-121.23263,c(-121.23263, 40.289788)
"761","96021","52005","Corning Volunteer Fire Department","814 5TH ST","Corning","CA","814 5TH ST Corning, CA 96021",39.918271,-122.21393,c(-122.21393, 39.918271)
"762","96022","45035","Cottonwood Fire Protection District","3271 Brush ST","Cottonwood","CA","3271 Brush ST Cottonwood, CA 96022",40.360583,-122.33544,c(-122.33544, 40.360583)
"763","96023","47100","Pleasant Valley Fire Company","2543 Durham DR","Dorris","CA","2543 Durham DR Dorris, CA 96023",41.963883,-121.89165,c(-121.89165, 41.963883)
"764","96024","53001","Douglas City Fire Department","Steiner Flat RD","Douglas City","CA","Steiner Flat RD Douglas City, CA 96024",40.606673,-122.92335,c(-122.92335, 40.606673)
"765","96025","47010","Dunsmuir Fire Department","5902 Dunsmuir AVE","Dunsmuir","CA","5902 Dunsmuir AVE Dunsmuir, CA 96025",41.221077,-122.28003,c(-122.28003, 41.221077)
"766","96027","47020","Etna Fire Department","400 Main ST","Etna","CA","400 Main ST Etna, CA 96027",41.414707,-122.96832,c(-122.96832, 41.414707)
"767","96028","45040","Fall River Mills Fire Department","43155 Highway 299 E","Fall River Mills","CA","43155 Highway 299 E Fall River Mills, CA 96028",41.056097,-121.49021,c(-121.49021, 41.056097)
"768","96032","47135","Quartz Valley Reservation Fire Department","9250 Thaxtuuy","Fort Jones","CA","9250 Thaxtuuy Fort Jones, CA 96032",41.615475,-122.87744,c(-122.87744, 41.615475)
"769","96032","47025","Fort Jones Volunteer Fire Department","31 Newton ST","Fort Jones","CA","31 Newton ST Fort Jones, CA 96032",41.615475,-122.87744,c(-122.87744, 41.615475)
"770","96034","47030","Gazelle Fire Protection District","18338 Old Highway 99","Gazelle","CA","18338 Old Highway 99 Gazelle, CA 96034",41.441194,-122.64688,c(-122.64688, 41.441194)
"771","96035","52010","Gerber Fire Department","327 San Benito AVE","Gerber","CA","327 San Benito AVE Gerber, CA 96035",40.039257,-122.16555,c(-122.16555, 40.039257)
"772","96037","47120","Scott Valley Fire Protection District","317 Maple ST","Greenview","CA","317 Maple ST Greenview, CA 96037",41.53101,-122.95666,c(-122.95666, 41.53101)
"773","96038","47095","Grenada Fire Protection District","6055 4TH AVE","Grenada","CA","6055 4TH AVE Grenada, CA 96038",41.604392,-122.52666,c(-122.52666, 41.604392)
"774","96039","47035","Happy Camp Ranger District, Klamath N.F. USFS","63822 ST HWY 96","Happy Camp","CA","63822 ST HWY 96 Happy Camp, CA 96039",41.82087,-123.43126,c(-123.43126, 41.82087)
"775","96040","45920","Hat Creek Volunteer Fire Department","17771 Highway 89","Hat Creek","CA","17771 Highway 89 Hat Creek, CA 96040",40.788512,-121.47668,c(-121.47668, 40.788512)
"776","96041","53005","Hayfork Volunteer Fire Department","195 Hyampom RD","Hayfork","CA","195 Hyampom RD Hayfork, CA 96041",40.524496,-123.18307,c(-123.18307, 40.524496)
"777","96044","47040","Hornbrook Volunteer Fire District","16100 Front ST","Hornbrook","CA","16100 Front ST Hornbrook, CA 96044",41.925752,-122.52253,c(-122.52253, 41.925752)
"778","96046","53008","Hyampon Volunteer Fire Department","14 Main ST","Hyampon","CA","14 Main ST Hyampon, CA 96046",40.639108,-123.47525,c(-123.47525, 40.639108)
"779","96047","45925","Igo-Ono Volunteer Fire Company","South Frok Rd RD","Igo","CA","South Frok Rd RD Igo, CA 96047",40.472993,-122.63707,c(-122.63707, 40.472993)
"780","96048","53025","Junction City Volunteer Fire Department","Dutch Creek RD","Junction City","CA","Dutch Creek RD Junction City, CA 96048",40.850776,-122.92043,c(-122.92043, 40.850776)
"781","96049","45095","Shasta College Fire Department","11555 Old Oregon Trl","Redding","CA","11555 Old Oregon Trl Redding, CA 96049",40.709783,-122.311628,c(-122.311628, 40.709783)
